City,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2011_yoy,2012_yoy,2013_yoy,2014_yoy,2015_yoy,2016_yoy,2017_yoy,2018_yoy,2019_yoy,2020_yoy,2021_yoy,2022_yoy,2023_yoy,2024_yoy
Durham,NC,230727.0,235341.0,241117.0,246992.0,253290.0,258647.0,265499.0,269844.0,274557.0,278993.0,281679.0,286652.0,290982.0,296382.0,301870.0,0.0199976595717016,0.0245431097853752,0.0243657643384746,0.0254988015806179,0.0211496703383473,0.0264917049105537,0.0163654100392091,0.0174656468181616,0.0161569364467123,0.009627481693089,0.0176548482492482,0.0151054239984371,0.0185578489391096,0.0185166440607054
El Paso,TX,650671.0,664404.0,674941.0,674808.0,677235.0,676242.0,679955.0,681343.0,679875.0,681728.0,679382.0,678546.0,679247.0,681573.0,681723.0,0.021105904520103,0.0158593265543253,-0.0001970542610391,0.0035965785823523,-0.0014662561740016,0.0054906379668816,0.0020413115573824,-0.0021545682571039,0.0027255010112152,-0.0034412551633496,-0.0012305300994138,0.0010330913453177,0.0034243802328166,0.0002200791404589
Eugene,OR,156527.0,157424.0,158238.0,158441.0,160260.0,162910.0,165927.0,169391.0,170701.0,172622.0,178436.0,180086.0,182053.0,178686.0,178786.0,0.0057306407201313,0.0051707490598638,0.0012828776905673,0.0114806142349518,0.0165356296018969,0.0185194279049782,0.0208766505752529,0.0077335867903253,0.0112535954680991,0.0336805273951176,0.0092470129346096,0.0109225592217051,-0.0184946142057532,0.0005596409343765
Everett,WA,103173.0,103445.0,104436.0,105048.0,106460.0,107077.0,108931.0,110169.0,111088.0,111475.0,110892.0,111218.0,111842.0,112233.0,113011.0,0.0026363486571099,0.0095799700323843,0.0058600482592209,0.0134414743736196,0.0057956039827165,0.0173146427337336,0.0113649925181995,0.0083417295246394,0.0034837246147198,-0.0052298721686476,0.0029397972802366,0.0056106026002985,0.003496003290356,0.0069320075200698
Fayetteville,NC,208337.0,208745.0,208884.0,211069.0,210076.0,209596.0,211065.0,209091.0,210748.0,211657.0,210894.0,212265.0,211425.0,209873.0,209496.0,0.0019583655327666,0.0006658842127955,0.0104603511997089,-0.0047046226589409,-0.0022848873740931,0.0070087215404874,-0.0093525691137801,0.0079247791631394,0.004313208191774,-0.0036048890421767,0.0065008961848132,-0.0039573175040633,-0.0073406645382523,-0.0017963244438303
Federal Way,WA,89556.0,90664.0,91913.0,92632.0,93421.0,95254.0,97131.0,97274.0,96726.0,96289.0,100994.0,99243.0,98164.0,98830.0,100252.0,0.0123721470364911,0.0137761404747198,0.0078226148640562,0.0085175749201139,0.0196208561244259,0.0197052092300585,0.0014722385232315,-0.0056335711495363,-0.004517916589128,0.0488633177206119,-0.0173376636235816,-0.0108723033362554,0.0067845646061692,0.0143883436203581
Fishers,IN,77832.0,80503.0,82389.0,84416.0,86865.0,88656.0,89809.0,91606.0,93407.0,95310.0,99502.0,101478.0,102398.0,104381.0,103986.0,0.0343175043683831,0.0234276983466454,0.0246027989173311,0.0290110879454131,0.0206182006561906,0.0130053239487457,0.0200091304880357,0.0196602842608562,0.0203732054342822,0.0439827929912915,0.0198588973085968,0.0090660044541674,0.0193656126096212,-0.0037842136020923
Flagstaff,AZ,66088.0,66071.0,67913.0,68090.0,68609.0,69966.0,71149.0,72037.0,73762.0,75038.0,77091.0,74817.0,76035.0,76819.0,77539.0,-0.000257232780535,0.0278790997563227,0.0026062756762328,0.0076222646497283,0.0197787462286288,0.0169082125603864,0.0124808500470842,0.0239460277357469,0.0172988801822076,0.027359471201258,-0.0294976067245203,0.016279722522956,0.0103110409679752,0.0093726812377146
Folsom,CA,72110.0,72542.0,73042.0,72782.0,74950.0,75935.0,76999.0,77798.0,78842.0,81328.0,80863.0,81741.0,83468.0,85413.0,88091.0,0.0059908473165996,0.0068925587935265,-0.0035595958489636,0.029787584842406,0.0131420947298198,0.0140119839336274,0.0103767581397161,0.0134193681071492,0.0315314172649095,-0.0057175880385599,0.0108578707196121,0.0211277082492262,0.0233023434130445,0.0313535410300539
Fort Collins,CO,145268.0,146673.0,149508.0,152668.0,156804.0,160991.0,163004.0,165541.0,168324.0,170243.0,169990.0,169302.0,170318.0,170730.0,170924.0,0.0096717790566401,0.0193287108056697,0.0211359927227974,0.0270914664500746,0.0267021249457922,0.0125038045605033,0.015564035238399,0.0168115451761195,0.0114006321142558,-0.0014861110295283,-0.0040472968998176,0.0060011104416959,0.0024190044504984,0.0011362970772564
Fort Lauderdale,FL,166126.0,169012.0,170909.0,172275.0,175153.0,177356.0,178837.0,179877.0,182101.0,182437.0,182765.0,181892.0,184787.0,187872.0,190641.0,0.0173723559226129,0.0112240550966795,0.0079925574428497,0.0167058482078072,0.0125775750343984,0.0083504364103836,0.0058153514093839,0.0123640042918216,0.0018451299004398,0.0017978809123149,-0.004776625721555,0.015916038088536,0.0166948973683213,0.0147387583035258
Fort Myers,FL,62503.0,63818.0,65504.0,67802.0,70449.0,73470.0,76752.0,80015.0,82229.0,87103.0,87288.0,93307.0,96324.0,98378.0,99918.0,0.0210389901284738,0.026418878686264,0.035081827063996,0.0390401463083684,0.0428820849124898,0.0446712944058799,0.0425135501355013,0.0276698119102668,0.0592734923202276,0.0021239222529648,0.0689556410961415,0.0323341228418017,0.0213238652879863,0.0156539063611783
Fort Wayne,IN,254161.0,256293.0,257626.0,259333.0,260570.0,262109.0,263513.0,265128.0,267460.0,270402.0,264394.0,266455.0,268394.0,270408.0,273203.0,0.0083883837410145,0.0052010784531766,0.0066258840334438,0.0047699290101915,0.0059062823809341,0.0053565501375381,0.0061287298918838,0.0087957514860746,0.0109997756673895,-0.0222187705712235,0.0077951844595565,0.0072770261394982,0.0075038935296616,0.0103362326558385
Fort Worth,TX,748441.0,764142.0,781046.0,796073.0,815057.0,835356.0,856177.0,874809.0,893216.0,909585.0,923645.0,937692.0,959520.0,984664.0,1008106.0,0.0209782735045247,0.0221215428546003,0.0192395838401323,0.0238470592521037,0.0249050066437071,0.0249247027614573,0.0217618553173,0.0210411644141749,0.0183259144484648,0.0154575987950548,0.0152082239388509,0.0232784325770082,0.0262047690511922,0.0238071057741524
Framingham,MA,68665.0,69656.0,70061.0,70411.0,70786.0,70938.0,71459.0,71784.0,72909.0,74416.0,72129.0,71796.0,72115.0,72624.0,73361.0,0.0144323891356586,0.0058142873550017,0.0049956466507757,0.0053258723778954,0.002147317266126,0.007344441625081,0.0045480625253641,0.0156720160481444,0.0206696018324212,-0.0307326381423349,-0.0046167283616853,0.0044431444648726,0.0070581709769118,0.0101481603877506
Franklin,TN,62820.0,64357.0,66359.0,68876.0,70620.0,72573.0,74695.0,78265.0,81027.0,83097.0,84155.0,85972.0,87664.0,88816.0,89142.0,0.0244667303406558,0.0311077272091613,0.0379300471676788,0.0253208664846971,0.0276550552251486,0.0292395243410083,0.0477943637458999,0.0352903596754615,0.025547039875597,0.0127321082590225,0.0215911116392371,0.0196808263155445,0.0131410841394415,0.0036705098180508
Frederick,MD,65455.0,65954.0,66402.0,66827.0,68275.0,69372.0,69881.0,70947.0,71945.0,72244.0,78395.0,80123.0,82776.0,86251.0,89537.0,0.0076235581697349,0.0067926130333262,0.006400409626216,0.02166788872761,0.0160673745880629,0.007337254223606,0.0152545040855168,0.0140668386260166,0.0041559524636875,0.0851420187143569,0.0220422220804898,0.0331115909289467,0.0419807673721851,0.0380981090074317
Fremont,CA,214553.0,217391.0,221426.0,224796.0,228274.0,231687.0,233478.0,234544.0,237811.0,241110.0,230445.0,227910.0,227359.0,227587.0,228192.0,0.0132275008972142,0.0185610259854363,0.015219531581657,0.0154718055481414,0.0149513304187073,0.0077302567688303,0.0045657406693564,0.0139291561498055,0.0138723608243521,-0.0442329227323628,-0.0110004556401744,-0.0024176209907419,0.0010028193297824,0.0026583240694767
Frisco,TX,118201.0,123515.0,128445.0,136794.0,144965.0,154390.0,164176.0,177730.0,188452.0,200490.0,202764.0,211129.0,220421.0,227005.0,235208.0,0.0449573184660028,0.0399141804639112,0.065000583907509,0.0597321519949705,0.0650156934432449,0.0633849342574,0.0825577429100477,0.0603274630056827,0.0638783350667544,0.011342211581625,0.0412548578643151,0.0440110074883128,0.0298701121943916,0.0361357679346269
Fullerton,CA,135291.0,136386.0,138103.0,138637.0,138840.0,139982.0,140454.0,139744.0,139273.0,138632.0,143398.0,140260.0,140890.0,140142.0,140054.0,0.0080936647670576,0.0125892686932676,0.0038666792176853,0.0014642555739088,0.0082252953039469,0.0033718620965552,-0.0050550358124368,-0.0033704488207007,-0.0046024714050821,0.0343787870044434,-0.0218831503926135,0.0044916583487808,-0.0053091063950599,-0.0006279345235546
Gainesville,FL,124681.0,125671.0,125993.0,126340.0,127571.0,129356.0,131580.0,132041.0,133665.0,133997.0,142276.0,144077.0,145861.0,147524.0,148720.0,0.0079402635525862,0.0025622458642009,0.0027541212607049,0.0097435491530789,0.013992208260498,0.0171928631064658,0.0035035719714242,0.0122992100938344,0.0024838214940335,0.0617849653350448,0.0126584947566701,0.0123822678151266,0.0114012655884712,0.0081071554458935
Gaithersburg,MD,60185.0,61440.0,63037.0,65673.0,66518.0,67081.0,67587.0,67987.0,68070.0,67985.0,69477.0,69178.0,69515.0,70268.0,70686.0,0.0208523718534518,0.0259928385416666,0.0418167108206291,0.0128667793461544,0.0084638744400012,0.0075431195122314,0.0059182978975246,0.0012208216276641,-0.0012487145585426,0.0219460175038611,-0.0043035824805331,0.0048714909364248,0.0108321944903977,0.0059486537257357
Garland,TX,227345.0,230055.0,233698.0,234660.0,235590.0,237161.0,236310.0,238327.0,241709.0,239928.0,246392.0,244391.0,246918.0,246283.0,250431.0,0.0119202093734192,0.0158353437221533,0.0041164237605798,0.003963180772181,0.0066683645316015,-0.0035882796918549,0.0085353984173331,0.0141905868827283,-0.0073683644382294,0.0269414157580607,-0.0081212052339361,0.010339987970097,-0.0025717039664989,0.0168424129964309
Georgetown,TX,48012.0,50310.0,52483.0,54831.0,58974.0,63533.0,67028.0,70640.0,74275.0,79604.0,68712.0,75945.0,87156.0,96731.0,101344.0,0.0478630342414396,0.0431922083084873,0.0447382962102014,0.0755594462986267,0.0773052531624105,0.0550107817984354,0.0538879274333114,0.0514580973952434,0.0717468865701783,-0.1368272951107984,0.105265455815578,0.1476199881493186,0.1098604800587452,0.0476889518355025
Gilbert,AZ,209493.0,211466.0,215916.0,221626.0,227308.0,232401.0,237139.0,242695.0,249914.0,254114.0,269429.0,274421.0,281946.0,286632.0,288790.0,0.0094179757796203,0.0210435720163052,0.0264454695344485,0.0256377861803218,0.0224057226318475,0.0203871756145627,0.0234292967415735,0.0297451533818166,0.0168057811887289,0.060268226071763,0.0185280723307439,0.0274213708134581,0.0166202038688259,0.0075288174383878
Glendale,AZ,226236.0,229304.0,233588.0,236869.0,239964.0,243103.0,245903.0,247784.0,249955.0,252381.0,248938.0,249842.0,252162.0,255001.0,258143.0,0.0135610601318976,0.0186826221958622,0.0140460982584721,0.0130662940275004,0.013081128835992,0.0115177517348613,0.0076493576735542,0.0087616633842378,0.0097057470344662,-0.013642072897722,0.0036314262989178,0.0092858686689988,0.0112586353217376,0.0123215203077635
Glendale,CA,191720.0,192656.0,193859.0,195318.0,198232.0,199197.0,200118.0,201804.0,200688.0,199303.0,195947.0,191974.0,189699.0,188283.0,187823.0,0.0048821197579803,0.0062442903413337,0.0075260885488937,0.0149192598736419,0.004868033415392,0.0046235636078856,0.0084250292327526,-0.0055301183326395,-0.0069012596667463,-0.0168386828095914,-0.0202758909296901,-0.011850563097086,-0.0074644568500624,-0.002443130819033
Goodyear,AZ,65502.0,66589.0,67822.0,70392.0,72346.0,74815.0,77412.0,79945.0,82873.0,86840.0,97814.0,102778.0,107415.0,112157.0,118186.0,0.0165949131324234,0.0185165718061541,0.037893308955796,0.0277588362313899,0.0341276642799878,0.034712290316113,0.0327210251640572,0.0366251798111201,0.0478684251806981,0.1263703362505757,0.0507493814791338,0.0451166592072233,0.0441465344691151,0.0537550041459739
Grand Prairie,TX,175974.0,178903.0,182030.0,183891.0,185824.0,188411.0,192095.0,193973.0,193989.0,194543.0,196201.0,197313.0,202220.0,204067.0,207331.0,0.0166445043017718,0.0174787454654198,0.0102235895182112,0.010511661799653,0.0139217754434303,0.0195529984979645,0.0097764127124599,8.248570677362313e-05,0.0028558320317131,0.0085225374338835,0.005667657147517,0.0248691165812693,0.0091336168529324,0.0159947468233472
Grand Rapids,MI,188007.0,189104.0,190821.0,192982.0,194335.0,195056.0,196556.0,199135.0,200136.0,201013.0,198735.0,197757.0,197694.0,198270.0,200117.0,0.0058348891264686,0.0090796598697013,0.0113247493724485,0.0070110165714937,0.0037100882496719,0.0076900992535476,0.0131209426321251,0.0050267406533256,0.0043820202262461,-0.0113326003790799,-0.0049211261227262,-0.0003185727938834,0.0029135937357734,0.0093155797649669
Grapevine,TX,46610.0,47102.0,48427.0,50117.0,50772.0,51430.0,52055.0,53974.0,53809.0,55281.0,50765.0,50923.0,51414.0,51262.0,51320.0,0.0105556747479081,0.0281304403210054,0.0348978875420736,0.0130694175629028,0.0129598991570156,0.0121524402099941,0.0368648544808375,-0.0030570274576648,0.0273560185099146,-0.0816917204826251,0.0031123805771693,0.0096420085226714,-0.0029563932002956,0.001131442393976
Greeley,CO,93308.0,94466.0,95597.0,96848.0,99055.0,101763.0,104751.0,106780.0,107475.0,108649.0,109289.0,108584.0,109160.0,112647.0,114363.0,0.0124105114245295,0.0119725615565388,0.0130861847129094,0.0227882867999339,0.0273383473827671,0.0293623419120898,0.0193697434869356,0.0065087094961603,0.0109234705745522,0.0058905282147097,-0.0064507864469434,0.0053046489353864,0.0319439355075119,0.0152334283203281
Greensboro,NC,269598.0,272430.0,276041.0,279244.0,282261.0,284610.0,289182.0,291537.0,294518.0,296710.0,295873.0,297851.0,301039.0,303889.0,307381.0,0.0105045289653484,0.013254781044672,0.0116033487778989,0.0108041712624085,0.0083220848788886,0.0160640876989564,0.0081436603938004,0.0102251172235428,0.0074426690389042,-0.0028209362677361,0.006685300787838,0.0107033382463043,0.0094672118894894,0.0114910378460556
Greenville,SC,59414.0,59810.0,60171.0,60625.0,61505.0,63606.0,67134.0,68474.0,68849.0,70635.0,71428.0,72650.0,72828.0,73368.0,74371.0,0.006665095768674,0.0060357799699046,0.0075451629522527,0.0145154639175257,0.0341598244045199,0.0554664654277898,0.0199600798403193,0.0054765312381341,0.0259408270272625,0.0112267289587315,0.0171081368650949,0.0024501032346868,0.0074147305981216,0.0136708101624686
Greenwood,IN,51159.0,52031.0,52800.0,53658.0,54452.0,55272.0,56352.0,57356.0,58701.0,59458.0,63979.0,64884.0,65452.0,66466.0,68175.0,0.0170448992357161,0.0147796505929157,0.01625,0.0147974207014797,0.0150591346507015,0.0195397307859313,0.017816581487791,0.0234500313829416,0.0128958620807141,0.076036866359447,0.0141452664155426,0.0087540842118241,0.0154922691438,0.0257123943068636
Hampton,VA,137415.0,136628.0,137177.0,137332.0,137680.0,136264.0,135374.0,134725.0,134330.0,134510.0,137282.0,137780.0,137970.0,137157.0,137596.0,-0.0057271768002037,0.0040182100301548,0.0011299270285835,0.0025340051845163,-0.0102847181871005,-0.0065314389714084,-0.0047941259030537,-0.002931898311375,0.0013399836224223,0.0206081332242955,0.0036275695284159,0.0013790100159674,-0.0058925853446401,0.0032007115932836
Hayward,CA,144835.0,146935.0,149406.0,151753.0,154376.0,157999.0,159331.0,160324.0,159760.0,159203.0,162726.0,158350.0,157119.0,157375.0,158440.0,0.01449925777609,0.0168169598802191,0.0157088738069421,0.0172846665304804,0.0234686738871327,0.0084304331040069,0.0062323088413428,-0.0035178763004915,-0.0034864797195793,0.022128979981533,-0.0268918304388972,-0.007773918534891,0.0016293382722649,0.0067672756155679
Henderson,NV,257452.0,258752.0,263278.0,268274.0,274255.0,282167.0,289480.0,299314.0,309518.0,320189.0,318660.0,322079.0,330645.0,339280.0,350039.0,0.0050494849525348,0.0174916522384368,0.018976139290028,0.0222943706807219,0.0288490638274598,0.0259172759394259,0.0339712588088987,0.0340912887469346,0.0344761855530211,-0.004775304585729,0.0107293039603338,0.0265959593764262,0.0261156224954256,0.0317112709266682
Hialeah,FL,225470.0,228127.0,230445.0,232316.0,232850.0,233872.0,234283.0,236314.0,234941.0,233339.0,222418.0,220957.0,223562.0,228557.0,235388.0,0.0117842728522641,0.0101610068076115,0.0081190739655883,0.0022985932953391,0.0043890916899291,0.0017573715536703,0.0086690028725942,-0.0058100662677623,-0.0068187332138707,-0.0468031490663798,-0.0065687129638788,0.011789624225528,0.0223427952872133,0.0298875116491728
Hillsboro,OR,92559.0,94274.0,96343.0,98160.0,99827.0,102550.0,105374.0,107433.0,108201.0,109128.0,107084.0,107065.0,107495.0,109052.0,110337.0,0.0185287222204215,0.0219466661009398,0.0188596991997342,0.016982477587612,0.0272771895379005,0.0275377864456362,0.0195399244595441,0.0071486414788752,0.0085673884714559,-0.0187302983652224,-0.0001774308019872,0.0040162518096483,0.0144843946230057,0.0117833694017532
Hollywood,FL,141013.0,143421.0,144998.0,146038.0,146978.0,148313.0,151630.0,153371.0,154381.0,154817.0,152820.0,152447.0,154149.0,157006.0,159073.0,0.0170764397608731,0.0109956003653579,0.0071725127243134,0.0064366808638847,0.00908299201241,0.0223648634981424,0.0114818967222845,0.0065853388189423,0.0028241817322079,-0.0128991002280111,-0.0024407800026174,0.0111645358714832,0.0185340157899175,0.0131651019706253
Houston,TX,2100280.0,2126032.0,2161593.0,2199391.0,2241826.0,2286908.0,2309544.0,2316750.0,2318573.0,2320268.0,2298945.0,2291070.0,2314258.0,2346908.0,2390125.0,0.0122612223132153,0.016726465076725,0.0174861780177859,0.019293977287349,0.0201095000236414,0.0098980807273401,0.0031200964346208,0.00078687816985,0.0007310531089596,-0.0091898866855035,-0.0034254842982324,0.0101210351495152,0.0141081936413312,0.0184144414693716
Huntersville,NC,47103.0,48184.0,49424.0,50673.0,51728.0,52973.0,55273.0,56385.0,57212.0,58098.0,61609.0,61944.0,63914.0,65367.0,67087.0,0.0229497059635267,0.0257346837124356,0.025271123340887,0.0208197659503088,0.0240682029075162,0.0434183451947218,0.0201183217845964,0.0146670213709319,0.0154862616234356,0.0604323728871906,0.0054375172458569,0.0318029187653364,0.0227336733735957,0.0263129713769945
Huntington Beach,CA,191296.0,192995.0,194174.0,197107.0,199610.0,200653.0,200284.0,200938.0,200126.0,199223.0,198422.0,196404.0,194777.0,193334.0,193151.0,0.0088815239210438,0.0061089665535376,0.0151050089095347,0.0126986865002257,0.0052251891187816,-0.0018389956791077,0.0032653631842783,-0.0040410474872846,-0.0045121573408752,-0.0040206201091239,-0.0101702432189978,-0.0082839453371621,-0.007408472252884,-0.0009465484601777
Huntsville,AL,180941.0,182327.0,183748.0,186001.0,187834.0,190333.0,192412.0,195420.0,198125.0,200574.0,216379.0,218725.0,222299.0,226228.0,230402.0,0.007659955455093,0.0077936893603251,0.0122613579467531,0.0098547857269584,0.0133043006058541,0.0109229613361844,0.015633120595389,0.013841981373452,0.012360883280757,0.0787988473082254,0.0108420872635514,0.0163401531603611,0.0176743934970467,0.0184504128578248
Indianapolis,IN,821579.0,827664.0,835499.0,844696.0,850164.0,853714.0,859049.0,863478.0,870960.0,876384.0,887213.0,882456.0,884168.0,885839.0,891484.0,0.0074064697369333,0.0094664018248951,0.0110077929476875,0.0064733347855323,0.004175664930531,0.0062491654113672,0.0051557012463782,0.0086649573005913,0.0062276109120969,0.0123564556176288,-0.0053617338790121,0.0019400400699864,0.0018899123243546,0.0063724898090962
Irvine,CA,213450.0,220303.0,229063.0,236057.0,247136.0,255382.0,265345.0,276000.0,281732.0,287401.0,308450.0,303431.0,312918.0,315065.0,318683.0,0.0321058795970953,0.0397634167487505,0.0305330847845352,0.0469335796015369,0.0333662436876861,0.0390121465099341,0.0401552695547306,0.0207681159420289,0.0201219598767623,0.0732391327796354,-0.016271680985573,0.0312657572891365,0.0068612224288791,0.0114833447066478
Irving,TX,216859.0,219859.0,225748.0,228943.0,232584.0,237201.0,239898.0,240608.0,241424.0,239798.0,256907.0,254526.0,255420.0,257509.0,258060.0,0.0138338736229531,0.0267853487917256,0.0141529493063061,0.0159035218373132,0.019850892580745,0.0113701038359872,0.0029595911595761,0.0033914084319723,-0.0067350387699648,0.0713475508553032,-0.0092679452097451,0.0035124113057212,0.0081786860856628,0.0021397310385268
Jacksonville,FL,823114.0,829609.0,837013.0,842735.0,852494.0,865836.0,880520.0,892025.0,902437.0,911507.0,951925.0,957537.0,975614.0,993468.0,1009833.0,0.0078907660421278,0.008924686207599,0.0068362140134024,0.0115801527170462,0.0156505500331967,0.0169593317903159,0.013066142733839,0.011672318600936,0.0100505630863982,0.0443419523931247,0.00589542243349,0.0188786438539711,0.0183002703938237,0.0164725990167775
Jersey City,NJ,248324.0,252877.0,256072.0,257119.0,258632.0,260171.0,260427.0,263292.0,263851.0,262075.0,291960.0,285143.0,292360.0,298215.0,302824.0,0.0183349172854818,0.0126346010115589,0.0040886938048673,0.0058844348336762,0.005950539763061,0.0009839682362753,0.0110011634738333,0.0021231180590371,-0.0067310717033477,0.1140322426786225,-0.0233490889162899,0.0253101075600663,0.0200266794363113,0.0154552923226531
Kansas City,MO,460697.0,462368.0,464595.0,467213.0,470629.0,475073.0,481670.0,488329.0,492012.0,495327.0,508096.0,508995.0,508913.0,511300.0,516032.0,0.0036271128312101,0.0048165097930652,0.0056350154435583,0.0073114403922836,0.0094426820276693,0.0138862869495845,0.0138248178213299,0.0075420464481937,0.0067376405453525,0.0257789298786458,0.0017693506738883,-0.0001611017789958,0.0046903891234847,0.009254840602386
Kent,WA,119067.0,122165.0,124739.0,126118.0,127727.0,129241.0,130508.0,131697.0,131734.0,132319.0,136593.0,135151.0,134806.0,135048.0,136588.0,0.0260189641126424,0.0210698645274833,0.0110550830133318,0.0127578934014177,0.011853406092682,0.0098033905649136,0.0091105526098016,0.000280947933514,0.004440767000167,0.0323007277866368,-0.0105569099441406,-0.0025527003129832,0.0017951723217067,0.0114033528819382
Kirkland,WA,80866.0,82036.0,83358.0,84455.0,85971.0,87312.0,87990.0,89010.0,89909.0,93010.0,92741.0,91352.0,91119.0,92261.0,95499.0,0.0144683797887863,0.0161148763957287,0.0131601046090357,0.0179503877804748,0.0155982831419897,0.0077652556349642,0.0115922263893624,0.0100999887653072,0.0344904292117585,-0.0028921621331039,-0.0149771945525711,-0.0025505736053945,0.0125330611617774,0.035096086103554
Kissimmee,FL,59694.0,61323.0,63422.0,64921.0,66509.0,68633.0,69407.0,71446.0,73751.0,72717.0,79179.0,79578.0,80798.0,83028.0,84756.0,0.0272891747914363,0.0342285928607537,0.0236353315884078,0.0244604981438979,0.0319355275225909,0.0112773738580566,0.0293774403158182,0.032262128040758,-0.0140201488793372,0.0888650521886216,0.0050392149433561,0.015330870341049,0.0275996930617094,0.0208122561063737
Knoxville,TN,178258.0,179955.0,181093.0,181779.0,182631.0,184046.0,184986.0,186905.0,187362.0,187603.0,191227.0,192158.0,196210.0,197463.0,198722.0,0.0095199093448821,0.0063238031730154,0.0037881088722369,0.0046870100506659,0.0077478631776642,0.0051074187974745,0.0103737580141199,0.0024450924266338,0.0012862800354394,0.0193173883146858,0.0048685593561578,0.0210868139759989,0.0063860149839457,0.0063758780125897
La Mesa,CA,57149.0,57644.0,58099.0,58556.0,58855.0,59697.0,59751.0,59722.0,59389.0,59249.0,61094.0,60758.0,60727.0,60670.0,60767.0,0.0086615688813452,0.0078932759697453,0.0078658840943906,0.0051062231026709,0.0143063461048339,0.0009045680687471,-0.0004853475255644,-0.0055758347007802,-0.0023573389011433,0.0311397660720012,-0.005499721740269,-0.0005102208762632,-0.0009386269698816,0.0015988132520191
Lacey,WA,42708.0,43423.0,43947.0,44761.0,45271.0,46071.0,47309.0,49632.0,50600.0,52592.0,56764.0,57136.0,57994.0,58234.0,58644.0,0.0167415940807342,0.0120673375860718,0.0185223109654811,0.0113938473224458,0.0176713569393209,0.0268715677975299,0.0491027077300302,0.0195035460992907,0.0393675889328063,0.0793276543961058,0.0065534493693185,0.0150168020162419,0.0041383591406007,0.0070405604973039
Lafayette,IN,68925.0,69916.0,70163.0,70976.0,71012.0,71143.0,71960.0,72110.0,72233.0,71721.0,70763.0,70866.0,71700.0,71926.0,71757.0,0.0143779470438882,0.0035328108015332,0.0115873038496073,0.0005072137060414,0.0018447586323438,0.0114839126829062,0.0020844913841022,0.0017057273609762,-0.0070881729957221,-0.0133573151517686,0.0014555629354323,0.011768690204047,0.0031520223152022,-0.0023496371270472
Lake Charles,LA,72531.0,72873.0,73665.0,73886.0,74513.0,75685.0,76462.0,77586.0,78266.0,78396.0,84885.0,80469.0,79236.0,79937.0,81157.0,0.0047152252140464,0.0108682227985673,0.0030000678748387,0.0084860460709742,0.0157287990015165,0.0102662350531809,0.0147001124741701,0.0087644678163586,0.0016610022231875,0.0827720802081738,-0.0520233256759144,-0.0153226708421876,0.0088469887424907,0.0152620188398363
Lakeland,FL,97640.0,98834.0,99000.0,100326.0,102034.0,103550.0,105837.0,107712.0,110421.0,112136.0,113881.0,117320.0,120604.0,123046.0,124990.0,0.012228594838181,0.0016795839488435,0.0133939393939393,0.0170245001295775,0.014857792500539,0.0220859488169966,0.017715921653108,0.0251504010695187,0.0155314659349218,0.0155614610829706,0.0301981893379931,0.0279918172519604,0.0202480846406421,0.0157989694910846
Lakewood,WA,57600.0,57945.0,58110.0,58144.0,58580.0,58885.0,59747.0,60316.0,60511.0,61037.0,63619.0,63415.0,62661.0,62266.0,62709.0,0.0059895833333333,0.0028475278281128,0.0005850972293925,0.0074986241056686,0.0052065551382724,0.0146387025558291,0.0095234907191992,0.0032329730088202,0.0086926343970517,0.0423022101348362,-0.0032065892264889,-0.0118899314042418,-0.0063037615103493,0.0071146372016831
Lansing,MI,114321.0,114559.0,114661.0,114734.0,115093.0,115324.0,116569.0,117730.0,117931.0,118210.0,112555.0,112497.0,112652.0,113224.0,114336.0,0.0020818572265812,0.0008903709005839,0.0006366593697944,0.0031289765893283,0.0020070725413361,0.0107956713260032,0.009959766318661,0.0017072963560689,0.0023657901654357,-0.0478385923356738,-0.0005153036293367,0.0013778145194982,0.0050775840641977,0.0098212393132198
Las Vegas,NV,584576.0,586606.0,593275.0,599551.0,607976.0,617487.0,626538.0,635262.0,643228.0,651319.0,647763.0,651868.0,656716.0,666630.0,678922.0,0.0034726023647908,0.011368789272527,0.010578568117652,0.01405218238315,0.0156437096201165,0.0146577984637733,0.0139241354873926,0.0125397080259798,0.0125787434626602,-0.0054596902593045,0.0063371943133522,0.0074370884903078,0.0150963277885722,0.018439014145778
Layton,UT,67813.0,68479.0,68899.0,70978.0,72360.0,73929.0,75482.0,76447.0,77181.0,78014.0,82053.0,83429.0,82724.0,83823.0,84348.0,0.0098211257428516,0.0061332671329896,0.0301746034049841,0.0194708219448279,0.0216832504145936,0.0210066415073922,0.012784504915079,0.0096014232082357,0.0107928117023619,0.0517727587356115,0.0167696488854764,-0.0084502990566829,0.013285140950631,0.0062631974517733
Leander,TX,27709.0,29120.0,30636.0,32774.0,35280.0,39019.0,43788.0,49792.0,55924.0,62608.0,60847.0,67075.0,74510.0,80507.0,87511.0,0.0509220830777003,0.0520604395604395,0.0697871784828306,0.0764630499786416,0.1059807256235827,0.1222225069837771,0.1371151913766328,0.1231523136246786,0.1195193476861454,-0.028127395859954,0.1023550873502391,0.1108460678345136,0.0804858408267346,0.086998646080465
