City,State,2017,2018,2019,2020,2021,2022,2023,2024,2025
Anaheim,CA,0.0009080297223116318,-0.0015690560539399767,0.009738725291450034,0.030564322780314512,0.20621743408550408,0.02655843155894999,0.011950835357596112,0.005500240081215413,0.007353703725539562
Henderson,NV,0.0905025894827769,0.06606265924068988,0.0507210967201035,0.033940200654484665,0.2704734710493697,-0.04514228298534684,-0.012024863223761173,-0.01698796414790782,-0.02263005535528617
Corpus Christi,TX,0.013630407048571325,0.023308991311846272,0.008740115000244852,0.010610626228114484,0.106035693874454,0.01250824130745154,-0.03346384039156414,-0.014892142045084267,0.03366803002416363
Riverside,CA,0.042830178182858614,0.08507130479111424,0.057113237608850786,0.060388389351608174,0.21115371575975628,-0.004266990655843017,-0.021084679890495228,0.0013551820516399804,0.006810507265363697
St. Paul,MN,0.022870875895404152,0.0038684406504954083,0.01529106938598912,-0.04515172793423239,0.08261492519228142,0.011741943413042799,-0.008178457496536451,0.025408844279270815,0.044828979185710605
Orlando,FL,0.04896940883485712,0.0326683492595059,0.03519334073947644,-0.04806274187190751,0.2943346248217831,0.04015133200789389,-0.03873966185734634,-0.017211698356944916,0.0016481077647294562
Irvine,CA,0.031194885085774615,-0.006157426299937985,0.026813953154271708,-0.03194727561717825,0.3108565631659004,-0.02461589721820956,0.005409218720155984,0.02049006454822777,0.015314306389593524
Pittsburgh,PA,0.012859141376145855,0.06645468724303716,0.02613636452859902,-0.05741999259374708,0.1196213774647421,0.031109933789200017,0.014245486226978077,0.004325661442268203,0.062427500491242016
St. Louis,MO,0.008192205035356004,0.03299978865595099,0.052909011405576356,-0.0050973143538884935,0.07536911397820423,0.04420546257204494,-0.03306478758959941,0.012907071343190246,0.03765429473426529
Greensboro,NC,0.027442748735493572,0.04250273433876006,0.04675788106039991,0.07124155337080507,0.23917910808717724,0.04343468037845466,0.0016308807439824324,0.011096910123634007,0.029148470174829466
Jersey City,NJ,0.013184372812425238,0.047764277391882715,0.023929603960898493,-0.1349606171133534,0.21377357730667557,0.09521832014534737,-0.014443755980691808,0.012557513322028369,0.07848817719919632
Plano,TX,0.01617319009915663,0.019904507348789124,0.05411198735347056,-0.022591257242669416,0.24023475348601164,0.04395497651153524,-0.03192844766466063,-0.04294863200612509,-0.006090538030787407
Durham,NC,0.029001625262885744,0.03229105728224568,0.04688171944663111,-0.030060571083776466,0.21843150988050652,0.03851469526032547,-0.0005049873328086818,-0.03393907361500581,-0.0050380986199073385
Chula Vista,CA,0.04119698417841988,0.04759194756480145,0.022052594482958376,0.06912048778926572,0.18562803493247815,0.05737336348941802,-0.0046587092017762455,-0.006965123589688482,0.005114961825917863
Chandler,AZ,0.04503854868134072,0.07604708563030571,0.05893886135023929,0.056442321581327226,0.27686274615051065,-0.03478238477269424,-0.031347339138817265,-0.013579998130766602,-0.01712946977201324
Toledo,OH,0.030708487643068105,0.048501759928895716,0.008943297310256337,0.09024323136938572,0.14899331961647055,0.038665327172704655,-0.02425044075493854,0.08543807263573888,0.03366132596402149
Madison,WI,0.08480793116726981,0.024096684108201094,0.0527532697078088,-0.0036489682568218162,0.13080684140490262,0.17334843746939277,0.05654378640355673,0.03961402112932766,-0.009124408707942844
Gilbert,AZ,0.038712227582089476,0.0713357416067033,0.052175777332170714,0.05911810878332857,0.24668871860423747,-0.005733328454774589,-0.029954894312865354,-0.03763790873757944,-0.012425637324210093
Reno,NV,0.028028022946621656,0.034882370828634546,0.015008927263042038,0.07336531101843402,0.12896390491907384,-0.03156498056936352,-0.0392436687000447,0.037906067042213776,0.044202957609963844
Fort Wayne,IN,0.02336875496067825,0.05072131524258516,0.07314723345712149,0.041815407848042385,0.21184459017040336,0.0055798093697152495,0.035940556628020426,0.016967256890934257,0.006808551686092734
North Las Vegas,NV,0.06384397808319875,0.07970135500215725,0.04306248172908522,0.09019960761917645,0.25580527964724875,-0.021605145052458252,-0.020574321838016774,0.019642427074962443,-0.0015954699030894526
St. Petersburg,FL,0.020500394409894707,0.029824134507182798,0.04586127629175629,0.023851302640990557,0.31115004367372356,0.009344690296494429,-0.016958379434639292,0.04359129869320921,-0.06560438725473838
Irving,TX,0.02541242125061749,0.021278978051763264,0.02377023031427128,-0.018452656351708008,0.19802934449343934,0.07446848902932435,-0.03703512359591987,-0.02607274578847185,0.01413849741735973
Winston-Salem,NC,0.11841104974677696,0.0799661062375292,0.013722053098501386,0.05451953005901533,0.21420345140196617,0.04839082364562608,-0.014003254916275742,0.02782306656880107,-0.0033608852412176926
Glendale,AZ,0.01476950207249006,0.09531591293218233,0.08806937187049324,0.08777911219103962,0.28743104909759687,-0.017494230568594005,-0.035407623973449764,-0.038722511158291395,-0.04563229181908213
Garland,TX,0.06143465350567845,0.019050719583881826,0.023666944176571558,0.015802499828886374,0.1654581326552096,0.058078723639382934,0.007044377319435746,-0.04684408292242492,0.0026818081864046217
Scottsdale,AZ,0.01393890809844045,0.0868983343280767,0.06868708144161206,0.013284529790646982,0.3330369911135156,-0.06253365924825538,-0.03313491596261209,-0.02641738956497286,-0.015297235318299185
Norfolk,VA,0.1284692779766552,-0.04275613175965354,0.019266812374980624,0.02581281219199072,0.09369073925863347,0.045804941174365066,0.06607170357004488,0.013189830576601613,0.06496835655380817
Arlington,VA,0.007317492053967589,0.031772371868475924,0.03133821433451223,-0.13223883935972303,0.17630428947719068,0.03409581665980688,0.047340487117550234,0.044385116096526955,0.012962519983808596
Boise,ID,0.08058338916527386,0.06120535473867217,0.034072340878063656,0.14809640908571886,0.20654069116875928,-0.0055713219953348325,-0.03589896328353093,0.012341604264945127,0.03179747279914902
Fremont,CA,0.005340585596982361,0.03544095568616723,0.0014048264530484023,-0.062470753711089344,0.08512669251906324,0.04268218558669479,-0.016750949756036082,0.012917091394105684,0.045938270528335545
Spokane,WA,0.11692136621889837,0.02803836441841412,0.040408148626732254,0.09575584754150523,0.22173017620394386,-0.01182017864592122,0.009888715731396935,-0.006837747060304489,0.0026236632588969577
Richmond,VA,0.05441103345885545,0.07415485106663411,-0.004625721305456798,0.03718227944985131,0.13670420362414037,0.050258301909416714,-0.015739872423980783,0.012221454596737402,0.025487859076513075
Baton Rouge,LA,-0.07742811423608775,0.019187956262031403,-0.007941524299025504,0.028563096678601907,0.13051997699659168,0.02284588848375746,0.014395915774152002,-0.0008318184576288079,0.02856684964220224
Hialeah,FL,-0.02141170400000003,0.05729100772973128,0.021805609462985043,0.0013660357962417269,0.21261151947089418,0.1370565524445264,0.00835186708819613,-0.0019618601608519803,0.021845837505052312
Tacoma,WA,0.06707525976310103,0.035158432214340785,0.048213379160308545,0.03774175211530628,0.17090666170092916,-0.017005259536422845,-0.01869631801682592,0.024575406422225665,0.043908523798558585
Huntsville,AL,0.034499356673444614,0.054338705876952664,0.11165038717554387,0.064374649381856,0.13819880045631083,0.06974330837200426,-0.047261702704773034,-0.05002731411187211,-0.01649018039015404
Des Moines,IA,-0.03423807953024405,-0.023003563166467345,0.005036265008547369,0.0025032354903586906,0.05271630591620391,0.00867208591632207,0.0100938958526271,-0.009675047761584565,0.012768757895404992
Moreno Valley,CA,0.012747456227274911,0.04056677159574451,0.07489612500004972,0.12914351719508743,0.23067356801829275,-0.03497644828740454,-0.022673518079616817,0.01563725092638313,0.0021131132245943984
Fayetteville,NC,0.0370718426647767,0.0013243831116029892,0.042138859719271116,0.08582816333546517,0.18416528171755409,0.09676616067383836,-0.03655257286277114,0.038875428512711974,0.016699911217616048
Worcester,MA,0.009835831931752415,0.11737479772639503,-0.023366189593928888,0.027355876898852882,0.1276695205056626,0.03444089586780219,0.0724605268862184,0.025618753894187885,0.033402140730270036
Oxnard,CA,0.01784024676478091,0.059599276311865346,0.0027476972858344606,0.09369050257932399,0.12786943937242934,0.0073948716595015895,-0.007513863359864925,0.03897467649099573,0.03375860881744619
Little Rock,AR,-0.08610011961315833,0.015175087575732604,0.043091895423711835,0.051212209699018185,0.0610130977752914,0.07795903407522764,0.020758220670393346,0.004403165571531309,0.015869288468330023
Frisco,TX,-0.004618807156470006,0.14066695454880507,-0.08429041351973365,-0.00745390490991682,0.2270127709425238,0.024773041566014564,-0.045339174153996686,-0.028785558228983987,-0.01804542686699273
Augusta,GA,0.07862798504039059,-0.047293073655245155,0.06637851251926974,0.05530013881429974,0.0996804811151395,0.028313011036253055,-0.015374428398134965,0.025572310985832125,0.0118454552917171
Salt Lake City,UT,0.0866718014311747,0.0759173855291464,0.003062139174541567,0.014897257667632724,0.19245819611043813,0.024037463389284586,-0.02462746686962447,-0.04589946175998505,0.02603189581980514
Birmingham,AL,0.03094125720690344,0.059536698037953695,0.02764285051374471,0.04741694082223313,0.09589532697014236,0.024023575031681288,-0.008952774831080812,-0.009877504036207907,0.02060189814121216
Tallahassee,FL,0.07820044047594377,0.014883882670073678,0.02500629180021896,-0.010529646038041518,0.19201990624999787,0.09904749282154968,-0.023151127562261342,0.024642074962352156,0.0034309760247950294
Grand Rapids,MI,0.010887276501891252,0.13876653421303997,0.029383890383750888,0.025766175027059024,0.15577551306472737,0.01490314658203773,0.016520707454531047,0.09343429234552225,0.026829008251135544
Huntington Beach,CA,-0.00348677740061476,0.009833537826645866,0.030286591086146508,0.0022087523085647653,0.18818555397664238,0.029376278744607243,-0.013661364440265444,0.011218078487645666,0.01664854056827636
Grand Prairie,TX,0.027663907639346785,0.03962424425062383,0.024169150477521884,0.022113322200139285,0.17517192268569448,0.05495841162402093,-0.052256959231671285,-0.022198925726670038,0.0031860194911010886
Overland Park,KS,0.050059398558750745,0.009865466920562005,0.029729823848952952,0.0211089440281218,0.11928338231181912,0.06325689822295244,0.022736229348013337,0.06004936404577488,0.008242002780007862
McKinney,TX,0.04797954950006056,0.006598458123318496,0.031290089143001465,0.03009028590538665,0.2563167419314998,0.008683668755495644,-0.0311811988904106,-0.049770116957795874,-0.010202133370552868
Glendale,CA,0.05167436419266891,0.03070582892939,0.009050207627151252,-0.0674281927091882,0.17336241289451393,0.03680011410931905,0.007709472596941325,0.004431689098588265,0.004153738705188648
Sioux Falls,SD,-0.015515378221177989,0.013439558811055186,0.005747906357211008,0.009039390696319982,0.14152198271703864,0.07284432061911805,-0.030646859179309427,-0.013902602948020037,0.008232789586803513
Knoxville,TN,0.06566417632090515,0.05052958654905515,0.03946742896848554,0.042340091580833183,0.30805320274685255,0.08979814246180529,0.0210977713880256,0.0012501942842324532,-0.011677238019047964
Peoria,AZ,0.043282396842812876,0.10712306839862462,0.08529690485152353,0.07225878836051769,0.2593564178630676,-0.040873488875390995,-0.03225030506670634,-0.03751670466513668,-0.025637352185954976
Vancouver,WA,0.05865930374695494,0.04849024648471678,0.010223419080117369,0.07092529823558413,0.14169729612706217,0.04298584945854955,-0.05192847683011281,0.01087341599319891,0.014915658279264887
Fort Lauderdale,FL,0.006722080883085235,-0.0007659721325202762,0.0024148606770808545,-0.01291998634028968,0.2605277685299099,0.027086489212716502,-0.011167325678431816,-0.027824185893204234,0.030562072845482735
Tempe,AZ,0.03411563387322225,0.058148788156773046,0.08718552302655458,0.018092649471284528,0.2916753632248117,-0.029075355875144315,-0.042091016027132166,-0.02216779114447498,-0.012192216304185544
Santa Rosa,CA,0.09024625564088407,-0.05320871394312621,-0.0030368837872040144,-0.02008124987549398,0.125820656649968,0.05727932293800464,0.025068111822735162,-0.02258038742957158,-0.031741761614992314
Eugene,OR,0.02601292207659278,0.037532660451188526,0.05066969305426228,0.034464446891186995,0.14740627352651403,0.040643095273810825,-0.027500310086055135,0.018340392424688767,0.05800554474265929
Ontario,CA,0.04788446312638461,0.05296214703678581,0.03724215974151912,0.07340391247209643,0.2517382603722367,-0.03779068348578285,-0.012175372430388465,0.020726193454968955,-0.004580435003880168
Salem,OR,0.0,-0.012585959623494847,-0.02112308186744083,0.023071598281195538,0.2088911022128701,-0.017824229689765048,0.03724045383136931,-0.03261400940298853,0.033830647479609954
Cary,NC,0.04847765159755113,0.03691842486087782,0.04743814594221596,-0.022361695661281322,0.23422029463436966,0.050119909624640746,-0.024685732385551717,-0.026694199435485455,0.0011664647045770415
Oceanside,CA,0.052370576118289325,0.05513878737929878,0.032649139901118174,0.047558988727598894,0.18553035637656556,0.07372844002419399,-0.01338995999346726,0.0002660609324520724,0.03759899963745106
Fort Collins,CO,0.051425963362232485,0.0600623066605499,0.01704739794424981,-0.018953528757606364,0.17643225243423077,0.04231487569865333,-0.0013847437444375332,-0.018152173040043573,0.05749816464265978
Clarksville,TN,0.0745897046468742,0.0019455344653627193,-0.09656459364981751,0.11449676445967372,0.26441342246388055,0.023566567004525973,-0.030303531662546512,0.05011362118539453,-0.059640604391790975
Hayward,CA,0.02017185606278149,0.017651777984660777,0.018904151396534896,-0.05488471833793884,0.05719954768239632,0.0627846760677917,-0.011816606053588585,-0.015324062052933018,0.024052196669080983
Corona,CA,0.05642552453186234,0.03244981469066266,0.01927907007445029,0.09862251757348894,0.21916003877192902,-0.023150013906494293,-0.002387951296190516,0.003644330402535534,0.024964544903317565
Alexandria,VA,0.006398453733324372,0.024120663600263992,0.021917464298762734,-0.066182795672177,0.14203499862338287,0.02628953379399701,0.037679705870113045,0.035352667308208074,0.0020705392082671636
Lakewood,CO,0.04282738798336716,0.04731545411239768,0.020622519731123612,-0.003096242236228841,0.15545926154942413,0.036869971863938256,0.0054081275316941735,-0.020770051420847202,-0.015904381540136514
Kansas City,KS,-0.040226583298789365,0.0006698719717272983,0.0634474617431442,0.09576274610906799,0.05742754972156616,0.09052307603497756,-0.018207290360775175,0.019033057657285246,0.00898422568836299
Sunnyvale,CA,0.04697006257101366,0.06378477488637513,0.01983776662673531,-0.19622349050250643,0.15616672474025184,0.06776137813455674,-0.022427570274738073,0.052705729540181157,0.07721476139779249
Murfreesboro,TN,-0.018336650421277745,0.04322987150319357,0.025476402530040465,0.034096477785254375,0.19308847338211343,0.05711782938641319,-0.0046983255541509505,0.01957583541837371,-0.007178961972563402
Hollywood,FL,0.01513601640636697,-0.0032304402139390342,0.021199466050983773,-0.016996655414809658,0.33334858206037765,0.015215016998852082,-0.0014980379860334292,0.02732988094518496,-0.006677751049736225
Pasadena,TX,0.0025511893961893684,-0.03292914338793218,0.03584014707513594,0.032998649006153125,0.04311141272484398,0.03736742236354362,0.017282616389907357,0.00208026898100222,0.02488829009852722
Bellevue,WA,0.007526940794214676,0.05249253835485801,0.03928847055745921,-0.08039063503224686,0.18385734112030705,0.024864896432152284,0.01760850580402229,0.047102140410735016,0.021184449515979642
Charleston,SC,-0.01492719207865878,-0.0006091033865345263,0.04007894451064575,-0.0027330127806417526,0.20892872555390607,0.08408753841587036,0.010099960655814977,-0.004219106081330137,0.020171900080832916
Pomona,CA,0.043615667898864174,0.021278156323050634,0.018859971026547795,0.07663832071923271,0.202597813376447,-0.02971044916032617,0.030277667114003037,0.01369272025609325,0.01736032869529147
Naperville,IL,0.07914396219175512,0.01528716923306539,0.004447340213578066,0.02043992025012842,0.14724586503957204,0.051667001311110905,0.040725530954632605,0.03677698984665523,0.04274538094641156
Roseville,CA,0.017876949404888265,0.08040010143256571,0.020703254809755656,0.12015913885476182,0.158561253127955,-0.048449861946240236,0.02117891220542023,0.011654479392619876,0.019495401843814264
Savannah,GA,0.06696144455270736,0.020175277916995027,0.017971765912354387,0.02908578626202618,0.2539993892484358,0.0803056873411725,-0.021409001812947803,-0.0017334590294645347,0.005766505258153254
Surprise,AZ,0.16948241793212282,0.01755025315872305,0.10689202654450214,0.06554373194455665,0.2818788667615,-0.058271933836025136,-0.004571877140969738,-0.04965093920135488,-0.01947484496647023
Gainesville,FL,0.016151046974252514,0.04061924769677838,0.03582288491794472,-0.01698183882505211,0.1854646708422838,0.010443850692725132,-0.03404500010171041,-0.000551234448109672,0.027451362504326227
Fullerton,CA,0.019800178935972967,0.037725646626651343,0.019394421360598546,0.050144379382388804,0.14751767169877494,0.026787666792438936,0.01619150107476175,0.0018348292944583289,0.015558459879805309
Denton,TX,0.08823346095367723,0.039260255683399636,0.00540546412691012,0.04232286562915788,0.1212676550509153,0.09251394853148653,0.004325535190004226,-0.0420992766647581,-0.019818807041327435
Olathe,KS,0.025385259405718896,0.051638695820747094,0.03507891652165496,0.05184974610726334,0.08743149559541075,0.0587623721309547,0.02018451002897015,0.07512694414490295,-0.008589603666777301
Thornton,CO,0.011235692390730412,0.05899798526821809,0.03227664957264942,0.017162948571894043,0.14126226362505223,0.05175415647672277,-0.006353795105362603,0.0006014696145992815,-0.031577836552495686
Orange,CA,-0.018928321401619486,0.0469679864501098,0.015212412903617523,0.03258060147771147,0.18985037637408309,-0.0181264260346371,0.012741437788171162,0.039419359515302066,0.00132241703217173
Pasadena,CA,-0.015306825816574943,0.0390237634112347,0.008883819167567308,-0.06318835218548713,0.1824366722269728,0.0623968952257552,-0.01203211645872826,0.016406987584639765,0.03572519158415299
Hampton,VA,-0.0184176769015284,0.0654574222987836,0.016178140695166654,0.0681318797954169,0.2075683021789423,-0.00016907630275997398,-0.004833809094146657,0.04281189377131245,0.04342344165939305
Columbia,SC,0.0560023618060046,0.07785450175318664,-0.004407354832043464,0.06939444267114303,0.19902621381418162,0.014164294407514655,0.0249785483841094,0.008347708601433412,0.03328000388386987
New Haven,CT,0.008838582487688873,0.040548378337930124,-0.005169539417053559,-0.01692181707360041,0.2450124395108364,-0.03410452930372454,0.004092548518427552,0.09620630675302211,-0.07803123896105746
Kent,WA,0.06440661517841328,0.07780921734461099,0.028555577994743953,0.018147914140099308,0.15242865159922014,0.03478747439303098,-0.023105214389293582,0.0010277903647519793,0.015523960604792109
Miramar,FL,0.007206601658723111,0.04207110638819289,0.029959898414672947,0.011755386485997166,0.30342581660903667,0.06325981629064659,-0.037038034690024535,0.02152126987494163,-0.016727728528130204
Midland,TX,0.3133682019617594,0.18829037599293885,-0.09874537936319172,-0.3160583413683473,0.05119998030126838,0.1625700460015591,0.11492404524485922,0.035958324900727145,-0.013946320337580809
Carrollton,TX,0.04963802213144963,0.02246081592814897,0.02423952937745022,-0.005087596401456951,0.20474680206149243,0.05145724324016365,0.00795741921972093,-0.023610304338580357,-0.041441316599754696
Santa Clara,CA,0.02226974060732001,0.08716944687650785,0.01661382628216934,-0.15021364758219202,0.12813009978993217,0.09096770336164184,-0.016955000862356795,0.05458457346929202,0.05597519790511729
Athens,GA,0.12317455664372945,0.05762467643783897,0.048273266447808716,0.07918469726971167,0.1310702829522703,0.022250764561446257,0.009971360860593803,0.02792325646255689,-0.013319381811779274
Thousand Oaks,CA,0.0018525999696574758,0.09831594485886508,0.021880222513679604,0.02436783657707986,0.19398378104046543,-0.019292453033154744,-0.0013422270814410497,-0.00461195006307169,0.05301428899342375
Simi Valley,CA,0.07638394504537227,0.048466898647298695,-0.005152539859208938,0.06043601518044173,0.18724550323215405,-0.01938736213171055,0.015206316888687788,0.017933462173600256,-0.006981979511155978
